Station_Name,Day_Type,Time_Bin,Boardings,Alightings,Total
Parliament,Normal Weekend,04:00–08:00,2.7571539056457848,7.5560711523588555,10.31322505800464
Parliament,Normal Weekend,08:00–12:00,9.366544443039576,21.370590466557086,30.737134909596662
Parliament,Normal Weekend,12:00–16:00,19.74155269509252,21.41693483507643,41.15848753016895
Parliament,Normal Weekend,16:00–20:00,19.568176983620507,18.22484577749415,37.793022761114656
Parliament,Normal Weekend,20:00–00:00,15.946246524559777,6.337349397590361,22.283595922150138
Parliament,Public Holiday,00:00–04:00,3.2467532467532467,0.5194805194805194,3.766233766233766
Parliament,Public Holiday,04:00–08:00,1.917808219178082,5.068493150684931,6.986301369863013
Parliament,Public Holiday,08:00–12:00,8.132205995388164,18.685626441199076,26.81783243658724
Parliament,Public Holiday,12:00–16:00,13.280856423173804,14.653652392947103,27.934508816120907
Parliament,Public Holiday,16:00–20:00,12.892392049348869,11.843728581220013,24.736120630568884
Parliament,Public Holiday,20:00–00:00,12.466666666666667,4.666666666666667,17.133333333333333
Parliament,School Holiday,00:00–04:00,6.9675090252707585,0.4693140794223827,7.436823104693142
Parliament,School Holiday,04:00–08:00,6.61496035849707,36.49431230610134,43.109272664598414
Parliament,School Holiday,08:00–12:00,13.981988144094847,67.26288189694482,81.24487004103966
Parliament,School Holiday,12:00–16:00,34.97668435439781,18.47403119472584,53.45071554912365
Parliament,School Holiday,16:00–20:00,58.5546094817618,15.941343424787133,74.49595290654894
Parliament,School Holiday,20:00–00:00,23.4254327563249,6.511318242343542,29.93675099866844
Belgrave,Normal Weekday,00:00–04:00,0.05263157894736842,0.6578947368421053,0.7105263157894737
Belgrave,Normal Weekday,04:00–08:00,9.94340690435767,2.402376910016978,12.345783814374647
Belgrave,Normal Weekday,08:00–12:00,7.433110367892977,12.18227424749164,19.615384615384617
Belgrave,Normal Weekday,12:00–16:00,13.244988107373429,11.681957186544343,24.926945293917772
Belgrave,Normal Weekday,16:00–20:00,4.359678782755706,9.907016060862215,14.266694843617922
Belgrave,Normal Weekday,20:00–00:00,0.3022508038585209,1.8038585209003215,2.1061093247588425
Belgrave,Normal Weekend,00:00–04:00,0.16339869281045752,1.1437908496732025,1.3071895424836601
Belgrave,Normal Weekend,04:00–08:00,0.285442435775452,0.22835394862036157,0.5137963843958135
Belgrave,Normal Weekend,08:00–12:00,4.816625916870415,8.645476772616137,13.462102689486553
Belgrave,Normal Weekend,12:00–16:00,7.7952755905511815,9.078276980083372,16.87355257063455
Belgrave,Normal Weekend,16:00–20:00,8.640822045773003,5.572162540868753,14.212984586641756
Belgrave,Normal Weekend,20:00–00:00,1.038536903984324,2.32527759634226,3.363814500326584
Belgrave,Public Holiday,00:00–04:00,0,0.6349206349206349,0.6349206349206349
Belgrave,Public Holiday,04:00–08:00,0.3225806451612903,0.1935483870967742,0.5161290322580645
Belgrave,Public Holiday,08:00–12:00,4.29042904290429,9.174917491749175,13.465346534653467
Belgrave,Public Holiday,12:00–16:00,8.076923076923077,8.58974358974359,16.666666666666664
Belgrave,Public Holiday,16:00–20:00,7.193548387096774,4.774193548387097,11.967741935483872
Belgrave,Public Holiday,20:00–00:00,0.65,1.85,2.5
Belgrave,School Holiday,00:00–04:00,0.09259259259259259,1.0648148148148149,1.1574074074074074
Belgrave,School Holiday,04:00–08:00,7.47014115092291,1.270358306188925,8.740499457111834
Belgrave,School Holiday,08:00–12:00,9.465909090909092,13.613636363636363,23.079545454545453
Belgrave,School Holiday,12:00–16:00,12.608108108108109,13.85135135135135,26.45945945945946
Belgrave,School Holiday,16:00–20:00,6.245791245791246,10.134680134680135,16.38047138047138
Belgrave,School Holiday,20:00–00:00,0.46060606060606063,2.5575757575757576,3.018181818181818
Tecoma,Normal Weekday,00:00–04:00,0.026420079260237782,0.18494055482166447,0.21136063408190225
Tecoma,Normal Weekday,04:00–08:00,3.173265936534681,0.002808199943836001,3.176074136478517
Tecoma,Normal Weekday,08:00–12:00,1.589909064241713,0.093869169844529185,1.6837782340862422
Tecoma,Normal Weekday,12:00–16:00,0.34658511722731905,1.7601087325857967,2.106693849813116
Tecoma,Normal Weekday,16:00–20:00,0.13868459760453877,3.0216432023534354,3.160327799957974
Tecoma,Normal Weekday,20:00–00:00,0.009721322099805573,0.2948801036941024,0.304601425793908
Tecoma,Normal Weekend,00:00–04:00,0.016339869281045753,0.3758169934640523,0.39215686274509803
Tecoma,Normal Weekend,04:00–08:00,0.01824817518248175,0.009124087591240875,0.027372262773722626
Tecoma,Normal Weekend,08:00–12:00,0.575,0.08,0.6549999999999999
Tecoma,Normal Weekend,12:00–16:00,0.666975451597962,0.3103288559518296,0.9773043075497916
Tecoma,Normal Weekend,16:00–20:00,0.25664955669622025,0.7512832477834811,1.0079328044797013
Tecoma,Normal Weekend,20:00–00:00,0.0718954248366013,0.3137254901960784,0.3856209150326797
Tecoma,Public Holiday,00:00–04:00,0,0,0
Tecoma,Public Holiday,04:00–08:00,0.12658227848101267,0,0.12658227848101267
Tecoma,Public Holiday,08:00–12:00,0.5666666666666667,0.03333333333333333,0.6
Tecoma,Public Holiday,12:00–16:00,0.5448717948717948,0.32051282051282054,0.8653846153846154
Tecoma,Public Holiday,16:00–20:00,0.06451612903225806,0.5161290322580645,0.5806451612903225
Tecoma,Public Holiday,20:00–00:00,0,0.25,0.25
Tecoma,School Holiday,00:00–04:00,0,0.2777777777777778,0.2777777777777778
Tecoma,School Holiday,04:00–08:00,1.7462039045553146,0,1.7462039045553146
Tecoma,School Holiday,08:00–12:00,1.6407185628742516,0.2874251497005988,1.9281437125748504
Tecoma,School Holiday,12:00–16:00,0.7972972972972973,1.7702702702702702,2.5675675675675675
Tecoma,School Holiday,16:00–20:00,0.2356902356902357,2.2053872053872055,2.441077441077441
Tecoma,School Holiday,20:00–00:00,0,0.42424242424242425,0.42424242424242425
Upwey,Normal Weekday,00:00–04:00,0,0.4249667994687915,0.4249667994687915
Upwey,Normal Weekday,04:00–08:00,5.843390401347179,0.19646365422396855,6.039854055571148
Upwey,Normal Weekday,08:00–12:00,4.784394250513347,1.5312408330888825,6.3156350836022295
Upwey,Normal Weekday,12:00–16:00,2.8304451240231057,4.644920149507305,7.475365273530411
Upwey,Normal Weekday,16:00–20:00,0.644833197721725,5.980471928397071,6.625305126118796
Upwey,Normal Weekday,20:00–00:00,0.017047391749062394,0.640981929764746,0.6580293215138084
Upwey,Normal Weekend,00:00–04:00,0.016339869281045753,0.3431372549019608,0.35947712418300654
Upwey,Normal Weekend,04:00–08:00,0.10948905109489052,0,0.10948905109489052
Upwey,Normal Weekend,08:00–12:00,2.175,0.505,2.6799999999999997
Upwey,Normal Weekend,12:00–16:00,1.6767021769337656,1.8666049096804076,3.543307086614173
Upwey,Normal Weekend,16:00–20:00,0.8726084927671488,2.762482501166589,3.635090993933738
Upwey,Normal Weekend,20:00–00:00,0.1568627450980392,0.6601307189542484,0.8169934640522876
Upwey,Public Holiday,00:00–04:00,0,0,0
Upwey,Public Holiday,04:00–08:00,0.06329113924050633,0,0.06329113924050633
Upwey,Public Holiday,08:00–12:00,1.7,0.5,2.2
